ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
450459,0,0,0,0,0,0,0,0,0,0
450460,0,0,7,0,0,0,0,0,0,19
450461,0,0,0,0,0,0,0,0,0,0
450462,27,27,27,27,27,27,27,27,27,27
450463,0,22,16,38,33,9,8,7,0,0
450464,0,0,0,0,0,0,0,0,0,0
450465,14,14,14,14,14,14,14,14,14,14
450466,0,0,0,0,0,0,0,0,0,0
450467,0,0,0,0,0,0,0,0,0,0
450468,0,31,21,0,0,0,0,0,0,0
450469,14,14,14,14,14,14,14,14,22,14
450470,0,0,0,0,0,0,0,0,0,0
450471,19,19,19,19,19,19,19,19,19,19
450472,0,0,0,0,0,0,0,0,0,0
450473,0,0,0,0,0,0,10,0,0,0
450474,0,0,0,0,0,0,0,0,0,0
450475,27,27,27,27,27,27,27,27,27,27
450476,0,0,0,0,0,0,0,0,0,0
450477,26,0,0,0,0,0,0,0,0,0
450478,0,0,0,0,0,0,13,0,0,0
450479,0,0,0,0,0,0,0,0,0,0
450480,1,1,1,1,1,1,1,1,1,1
450481,0,0,0,0,0,0,0,0,0,0
450482,0,11,0,0,0,0,0,0,0,0
450483,0,0,0,0,0,0,0,0,0,28
450484,6,6,6,6,6,6,6,6,6,6
450485,26,26,26,26,26,26,26,26,26,26
450486,0,0,0,0,0,0,0,0,0,0
450487,28,28,28,28,28,28,28,28,28,28
450488,0,0,0,0,0,0,8,0,0,0
450489,22,22,22,22,22,22,22,22,22,22
450490,2,2,2,2,2,2,2,2,2,2
450491,12,12,12,12,12,12,12,12,12,12
450492,0,0,0,0,0,0,0,0,0,0
450493,0,0,0,0,0,0,0,0,7,0
450494,0,0,0,0,0,0,0,0,0,0
450495,0,0,0,0,0,0,0,0,0,0
450496,0,0,0,0,0,0,0,0,0,0
450497,0,0,0,0,0,0,0,14,0,0
450498,0,0,0,0,0,0,0,0,15,0
450499,20,20,20,20,20,20,20,20,20,20
450500,2,39,17,27,22,21,23,11,8,17
450501,15,15,15,15,15,15,15,15,15,15
450502,0,0,26,0,0,0,17,0,0,0
450503,0,0,0,0,0,8,0,0,0,0
450504,0,0,0,0,0,0,0,0,0,0
450505,0,0,0,0,0,0,0,0,0,0
450506,0,0,0,0,0,0,0,0,0,0
450507,0,0,0,0,0,0,0,0,0,0
450508,0,0,0,0,0,0,0,0,10,0
450509,15,15,15,15,15,15,15,15,15,15
450510,20,20,20,20,20,20,20,20,20,20
450511,0,0,0,0,0,0,0,9,0,0
450512,25,25,25,25,25,25,25,25,25,25
450513,0,0,0,0,0,0,0,0,0,16
450514,0,0,0,0,7,0,0,0,0,0
450515,0,0,0,0,0,0,0,0,0,0
450516,5,5,5,5,5,5,5,5,5,5
450517,0,0,0,0,0,0,0,0,0,0
450518,0,0,0,4,0,0,0,0,5,5
450519,19,6,12,0,11,24,35,16,3,18
450520,0,0,0,0,0,0,0,0,0,0
450521,0,0,0,0,0,0,0,0,0,0
450522,0,0,0,0,0,0,0,0,0,0
450523,0,0,0,0,0,0,0,0,0,24
450524,0,0,0,0,0,0,0,0,0,0
450525,0,0,0,0,0,0,0,0,0,0
450526,9,0,0,0,0,0,0,0,0,12
450527,20,18,14,18,14,17,14,18,14,26
450528,0,0,0,0,10,0,0,0,0,0
450529,6,6,6,25,6,6,6,6,6,6
450530,0,0,0,0,0,0,0,0,0,0
450531,24,24,24,24,24,24,24,24,24,24
450532,21,21,21,21,21,21,21,21,21,21
450533,12,12,12,12,12,12,12,12,12,12
450534,0,0,0,0,0,0,0,0,0,0
450535,0,0,0,0,0,0,0,0,0,0
450536,0,0,0,0,0,9,0,0,0,11
450537,0,0,0,0,0,0,0,0,0,0
450538,0,0,0,0,0,0,0,0,0,0
450539,0,0,0,0,0,0,0,0,14,0
450540,23,23,23,23,23,23,23,23,23,23
450541,0,0,0,0,0,8,0,0,0,0
450542,30,30,30,30,30,30,30,30,30,30
450543,0,0,0,0,0,12,0,0,0,0
450544,0,0,0,0,0,0,0,0,0,0
450545,0,0,0,0,0,0,0,0,0,0
450546,0,0,0,0,0,0,0,0,0,0
450547,27,27,27,27,27,27,27,27,27,27
450548,0,0,0,0,0,0,0,0,0,0
450549,21,25,18,18,20,4,6,3,14,22
450550,13,13,13,13,13,13,13,13,13,13
450551,32,17,0,0,16,11,13,0,26,11
450552,21,21,21,21,21,21,21,21,21,21
450553,0,0,0,0,0,0,0,0,0,0
450554,6,10,0,0,0,0,12,0,0,0
450555,21,21,21,21,21,21,21,21,21,21
450556,0,0,0,0,0,0,0,0,44,0
450557,8,0,0,0,0,0,0,0,0,29
450558,0,0,0,0,0,0,0,0,0,0
450559,11,11,11,11,11,11,11,11,11,11
450560,0,0,0,0,0,0,0,0,0,0
450561,0,0,0,0,0,0,39,0,0,0
450562,26,26,26,26,26,26,26,26,26,26
450563,15,15,15,15,15,15,15,15,15,15
450564,9,9,9,9,9,9,9,9,9,9
450565,0,0,12,0,0,0,0,0,0,0
450566,10,10,10,10,10,10,10,10,10,10
450567,0,0,19,0,26,0,0,0,0,0
450568,0,0,0,0,0,0,0,0,0,0
450569,0,0,0,0,0,0,0,0,0,0
450570,15,15,15,15,15,15,27,15,15,15
450571,22,22,22,22,22,22,22,22,22,22
450572,0,0,0,0,0,0,17,0,0,0
450573,0,0,0,0,0,0,0,0,0,25
450574,0,0,0,0,0,0,0,0,0,0
450575,21,21,21,21,21,21,21,21,21,21
450576,14,0,0,20,0,0,0,0,0,0
450577,0,0,19,0,0,0,0,0,0,0
450578,0,0,0,0,0,0,0,0,0,0
450579,0,0,0,0,0,0,0,0,0,0
450580,15,15,15,15,15,15,15,15,15,15
450581,0,0,0,0,0,0,0,0,0,0
450582,0,0,0,0,0,0,0,0,0,0
450583,29,29,29,29,29,29,29,29,29,29
450584,0,0,0,0,9,0,0,0,7,19
450585,15,15,15,15,15,15,15,15,15,15
450586,0,20,17,14,7,0,10,18,0,0
450587,21,21,21,21,21,21,21,21,21,21
450588,0,0,0,0,8,0,0,0,11,0
450589,0,0,0,0,0,0,0,0,0,0
450590,23,23,23,23,23,23,23,23,23,23
450591,0,0,0,0,0,0,0,0,0,0
450592,20,20,20,20,20,20,20,20,20,20
450593,0,6,0,0,0,0,0,18,0,0
450594,12,12,12,12,12,12,12,12,12,12
450595,0,0,0,0,0,0,0,0,0,0
450596,0,0,0,0,0,0,0,0,13,0
450597,0,0,0,0,0,0,0,0,0,0
450598,0,0,0,0,0,0,0,0,0,0
450599,0,0,0,7,12,0,0,0,0,0
450600,19,0,0,0,0,0,0,0,0,0
450601,0,0,0,0,0,0,0,0,0,0
450602,0,0,0,0,0,16,0,20,0,0
450603,21,21,21,21,21,21,21,21,21,21
450604,0,0,0,0,0,0,0,0,0,0
450605,23,23,23,23,23,23,23,23,23,23
450606,23,23,23,23,23,23,23,23,23,23
450607,23,0,7,0,0,0,0,0,0,0
450608,15,15,15,15,15,15,15,15,15,15
450609,8,8,8,8,8,8,8,8,8,8
450610,0,0,0,0,0,13,0,0,0,0
450611,0,0,0,0,0,0,0,0,0,0
450612,1,1,1,1,1,1,1,1,1,1
450613,0,0,0,0,0,0,0,0,0,0
450614,17,0,0,0,0,22,0,0,4,0
450615,6,11,6,6,6,6,6,6,6,6
450616,0,0,0,0,0,0,0,0,14,0
450617,0,0,0,0,0,0,0,0,0,0
450618,18,15,10,20,0,21,0,0,13,11
450619,0,0,0,0,0,22,0,0,0,0
450620,17,17,17,17,17,17,17,17,17,17
450621,2,2,2,2,2,2,2,2,2,2
450622,0,0,0,0,0,0,17,0,0,0
450623,14,14,14,14,14,14,14,14,14,14
450624,17,0,0,0,0,0,0,0,0,0
450625,0,19,0,0,0,0,0,0,0,0
450626,25,25,25,25,25,25,25,25,25,25
450627,0,0,0,0,0,0,0,0,0,0
450628,0,0,0,0,0,0,0,0,0,0
450629,0,0,0,0,8,0,0,0,7,0
450630,0,0,0,0,0,0,0,0,0,0
450631,17,17,17,17,17,17,17,17,17,17
450632,0,0,0,7,0,0,0,9,0,10
450633,0,0,0,0,0,0,0,0,0,0
450634,0,0,0,0,0,0,0,0,0,0
450635,0,0,0,0,0,0,0,0,0,0
450636,0,0,0,0,0,0,0,13,0,0
450637,15,15,15,15,15,15,15,15,15,15
450638,0,0,0,0,0,0,0,0,0,0
450639,0,0,0,0,0,0,0,0,0,0
450640,0,0,0,0,0,0,0,0,0,0
450641,0,0,0,0,0,0,0,0,0,0
450642,0,0,0,0,0,0,0,0,0,0
450643,0,0,0,0,0,0,0,0,0,0
450644,0,0,3,0,0,0,0,0,0,16
450645,24,24,24,24,24,24,24,24,24,24
450646,24,24,24,24,24,24,24,24,24,24
450647,4,0,0,0,0,0,9,0,0,40
450648,0,0,0,0,0,0,0,0,6,0
450649,0,0,0,0,0,0,0,0,0,0
450650,22,0,0,0,0,0,0,0,0,0
450651,0,0,0,0,0,0,0,0,15,0
450652,1,1,1,1,1,1,1,1,1,1
450653,22,22,22,22,22,22,22,22,22,22
450654,0,0,0,0,0,0,12,0,0,0
450655,21,21,21,21,21,21,21,21,21,21
450656,0,0,0,0,0,0,0,0,0,0
450657,0,0,0,0,0,0,0,0,0,0
450658,0,0,0,0,0,0,30,0,0,0
450659,0,0,0,0,0,0,0,0,0,0
450660,0,21,0,0,0,0,0,0,0,37
450661,0,0,0,0,0,0,38,0,19,0
450662,0,0,0,0,0,0,0,0,0,0
450663,0,0,0,0,0,0,0,0,0,0
450664,0,0,0,0,0,0,0,0,0,0
450665,0,0,0,0,0,0,0,0,0,0
450666,0,0,0,0,0,0,0,0,0,0
450667,0,0,0,0,0,0,0,0,0,0
450668,0,0,0,0,0,0,0,0,0,0
450669,0,0,0,0,0,0,0,13,0,0
450670,31,31,31,31,31,31,31,31,31,31
450671,0,0,0,0,0,0,0,0,0,0
450672,0,8,0,0,0,22,0,0,0,0
450673,17,17,17,17,17,17,17,17,17,17
450674,0,0,0,10,8,0,0,17,25,9
450675,0,0,0,0,0,0,0,0,0,0
450676,0,0,0,0,0,0,0,0,0,0
450677,22,22,22,22,22,22,22,22,22,22
450678,0,0,32,0,0,15,0,0,0,0
450680,0,0,0,0,0,0,0,0,0,0
450681,0,0,0,0,0,0,0,0,16,0
450682,0,0,0,0,0,0,0,12,0,0
450683,0,13,0,0,0,0,0,0,0,0
450684,0,0,0,0,0,0,0,0,20,0
450685,0,0,0,0,0,0,0,0,0,0
450686,0,0,0,0,16,0,0,0,19,0
450687,0,0,0,0,0,0,0,0,0,0
450688,0,26,0,6,0,0,0,0,0,0
450689,18,18,18,18,18,18,18,18,18,18
450690,9,0,0,0,0,0,0,0,0,0
450691,0,0,0,0,0,0,0,0,0,0
450692,0,0,0,0,0,0,0,0,0,0
450693,0,0,0,0,0,0,0,0,0,0
450694,0,0,0,0,0,0,0,0,0,0
450695,0,0,0,0,0,0,0,0,27,0
450696,0,0,0,0,0,0,0,0,0,0
450697,0,0,0,0,0,0,0,0,0,0
450698,0,0,0,0,0,0,0,0,0,0
450699,0,30,0,0,0,0,0,0,0,0
450700,12,28,0,0,0,27,0,0,21,0
450701,0,0,0,25,0,0,0,0,0,0
450702,19,19,19,19,19,19,19,19,19,19
450703,0,0,0,0,0,0,0,0,0,0
450704,16,16,16,16,16,16,16,16,16,16
450705,0,0,0,0,0,0,0,0,0,0
450706,0,0,0,0,0,0,0,0,0,0
450707,0,0,0,0,0,0,0,0,0,0
450708,21,21,21,21,21,21,21,21,21,21
450709,0,0,0,0,0,0,0,4,0,0
450710,0,0,0,0,0,0,0,0,0,0
450711,0,0,0,0,0,0,0,0,0,0
450712,0,0,0,0,0,0,0,0,0,0
450713,0,0,0,0,0,0,0,0,0,0
450714,0,0,0,0,0,0,0,0,0,0
450715,0,0,0,14,0,23,0,10,0,27
450716,0,0,0,0,0,0,0,0,0,0
450717,0,0,0,0,0,0,0,0,0,0
450718,0,0,0,0,0,0,0,0,0,0
450719,0,0,0,0,0,6,36,0,0,0
450720,8,8,8,8,8,8,8,8,8,8
450721,0,0,0,0,0,0,0,0,0,0
450722,0,0,0,0,0,0,0,0,0,0
450723,16,16,16,16,16,16,16,16,16,16
450724,0,0,0,0,0,0,0,0,3,0
450725,20,20,20,20,20,20,20,20,20,20
450726,0,0,11,0,0,0,0,0,0,9
450727,0,0,0,0,0,0,0,0,0,0
450728,6,6,6,6,6,6,6,6,6,6
450729,8,14,0,0,0,0,9,0,20,12
450730,0,0,0,0,0,0,0,0,0,0
450731,0,0,0,0,0,0,0,0,0,0
450732,0,0,0,0,0,0,0,0,0,0
450733,0,0,0,0,0,0,0,0,0,10
450734,4,0,0,17,0,0,0,0,0,0
450735,0,0,0,0,0,0,0,0,0,0
450736,3,5,14,0,10,11,16,31,14,9
450737,0,0,0,0,0,0,0,0,0,0
450738,0,0,0,0,0,0,0,0,0,0
450739,0,0,0,0,0,0,0,0,0,0
450740,0,0,0,0,0,7,0,0,0,0
450741,1,1,1,1,1,1,1,1,1,1
450742,0,0,0,0,0,0,0,0,0,0
450743,15,26,0,0,0,0,0,0,18,6
450744,0,0,0,0,0,0,0,0,0,0
450745,13,4,0,0,0,0,0,24,26,13
450746,0,0,0,0,0,0,0,0,0,0
450747,0,0,0,0,0,0,0,0,0,0
450748,0,0,0,0,0,0,0,0,0,0
450749,21,21,21,21,21,21,21,21,21,21
450750,2,2,2,2,9,2,2,2,2,2
450751,0,0,0,0,0,0,0,0,0,0
450752,0,0,0,0,0,0,0,0,0,0
450753,5,5,5,5,5,5,5,5,5,5
450754,24,24,24,24,24,24,24,24,24,24
450755,0,0,0,0,0,0,0,0,32,0
450756,6,6,6,6,6,6,6,6,6,6
450757,0,0,0,0,0,0,0,0,0,0
450758,0,0,0,0,0,0,0,0,0,0
450759,0,0,0,0,0,0,0,0,0,0
450760,0,0,0,0,0,0,0,0,0,0
450761,20,20,20,20,20,20,20,20,20,20
450762,0,0,0,0,0,0,0,0,0,0
450763,10,10,10,10,10,10,15,10,10,10
450764,0,0,0,0,0,0,0,0,0,0
450765,0,0,0,0,0,0,0,0,0,0
450766,0,0,0,0,7,0,10,0,0,0
450767,0,0,0,0,0,0,0,0,0,0
450768,36,36,36,36,36,36,36,36,36,36
450769,23,23,23,23,23,23,23,23,23,23
450770,0,0,0,0,0,0,0,0,0,0
450771,0,0,0,0,0,0,0,0,0,0
450772,0,0,0,0,0,0,0,0,0,0
450773,13,13,13,13,13,13,13,13,13,13
450774,22,22,22,22,22,22,22,22,22,22
450775,21,0,0,0,21,0,0,0,0,0
450776,0,0,0,0,0,0,0,0,0,0
450777,0,0,0,0,0,0,13,24,0,0
450778,0,0,0,13,0,0,0,0,0,0
450779,0,0,0,0,0,0,0,0,0,25
450780,9,9,9,9,9,9,9,9,9,9
450781,0,0,0,0,0,0,0,0,0,0
450782,0,0,4,0,0,0,0,0,0,0
450783,12,7,0,13,13,8,27,3,11,10
450784,22,22,22,22,22,22,22,22,22,22
450785,0,0,0,0,0,0,0,0,0,0
450786,0,0,0,0,0,0,0,0,0,0
450787,0,0,0,0,0,0,0,0,0,0
450788,15,15,15,15,15,15,15,15,15,15
450789,0,0,0,0,0,0,10,0,0,0
450790,0,0,0,0,0,0,0,0,0,0
450791,0,0,0,0,0,0,0,0,0,0
450792,31,31,31,31,31,31,31,31,31,31
450793,20,8,0,0,0,16,11,7,20,7
450794,0,0,0,0,0,0,0,0,0,0
450795,1,1,1,1,1,1,1,1,1,1
450796,0,0,0,0,0,0,0,0,0,0
450797,30,30,30,30,30,30,30,30,30,30
450798,8,0,25,0,0,0,0,13,0,0
450799,0,0,0,0,0,0,0,0,0,0
450800,0,0,0,0,0,0,0,0,0,0
450801,24,24,24,24,24,24,24,24,24,24
450802,0,0,0,0,0,0,0,0,0,7
450803,15,15,15,15,15,15,15,15,15,15
450804,0,0,0,0,0,0,0,0,0,0
450805,26,26,26,26,26,26,37,29,26,26
450806,0,25,0,0,20,12,0,7,0,0
450807,0,0,0,0,0,0,0,0,0,0
450808,0,0,0,0,0,0,0,0,0,0
450809,17,17,17,17,17,17,17,17,17,17
450810,7,7,7,7,7,7,7,7,7,7
450811,0,0,0,0,0,0,0,10,20,0
450812,0,0,0,0,0,0,0,0,0,0
450813,18,18,18,18,18,18,18,18,18,18
450814,17,17,17,17,17,17,17,17,17,17
450815,0,0,0,0,0,0,0,0,0,0
450816,10,10,10,10,10,10,10,10,10,10
450817,0,0,12,0,0,0,0,0,0,0
450818,0,0,0,0,0,0,0,0,0,0
450819,0,0,0,0,0,0,0,0,0,0
450820,0,0,0,0,0,0,0,0,0,0
450821,0,0,0,0,0,0,0,0,0,0
450822,30,30,30,30,30,30,30,30,30,30
450823,0,0,0,0,0,0,0,0,0,0
450824,0,0,0,0,0,0,0,0,0,0
450825,9,9,9,9,9,9,9,9,9,9
450826,14,17,0,17,0,0,0,6,6,8
450827,21,21,21,21,21,21,21,21,21,21
450828,13,13,13,13,13,13,13,13,13,13
450829,14,14,14,14,14,14,14,14,14,14
450830,0,0,0,0,25,0,0,0,0,0
450831,0,0,0,0,0,0,0,0,0,0
450832,23,23,23,23,23,23,23,23,23,23
450833,0,0,0,0,0,0,0,0,0,19
450834,23,36,16,8,13,22,17,10,27,22
450835,10,10,10,10,10,10,20,10,10,10
450836,4,4,4,4,4,4,4,4,4,4
450837,6,21,27,9,0,9,13,7,30,19
450838,0,0,0,0,0,0,0,0,0,0
450839,0,0,0,0,0,0,0,0,0,0
450840,0,0,19,0,0,0,0,0,0,0
450841,0,0,0,0,0,0,0,0,0,0
450842,11,11,11,11,11,11,11,11,11,11
450843,0,0,0,0,0,0,0,0,0,21
450844,0,0,17,0,0,16,0,0,0,0
450845,0,0,0,0,0,0,0,0,0,0
450846,0,0,0,0,0,0,0,0,0,0
450847,0,0,0,0,0,0,0,0,0,0
450848,0,0,0,0,0,0,0,0,0,0
450849,0,0,0,0,0,0,0,0,0,0
450850,0,0,0,0,0,0,0,0,0,0
450851,0,0,0,0,0,0,0,0,0,0
450852,11,11,11,11,11,11,11,11,11,11
450853,18,18,18,18,18,18,18,18,18,18
450854,0,0,0,0,0,0,0,0,0,0
450855,10,10,10,10,10,10,10,10,10,10
450856,0,0,0,0,0,0,0,0,15,0
450857,0,0,0,0,0,0,0,0,0,0
450858,21,21,21,21,21,21,21,21,21,21
450859,0,0,0,0,0,0,0,0,0,0
450860,19,19,19,19,19,19,19,19,19,19
450861,4,4,4,4,4,4,4,4,4,4
450862,0,27,0,0,0,0,0,0,0,8
450863,0,0,0,0,0,0,0,0,0,0
450864,0,0,0,0,0,0,0,0,0,0
450865,0,0,6,0,0,0,0,0,0,0
450866,28,28,28,28,28,28,28,28,28,28
450867,0,0,0,0,0,8,0,0,0,0
450868,28,23,0,0,0,23,0,13,0,0
450869,12,6,19,0,21,11,31,5,33,0
450870,0,0,0,0,0,0,0,0,0,0
450871,0,0,0,0,0,0,0,0,0,11
450872,0,0,0,0,0,0,0,0,0,0
450873,0,0,0,0,0,0,0,0,0,0
450874,4,4,4,4,4,4,4,4,4,4
450875,0,0,0,0,14,0,0,0,0,0
450876,20,20,20,20,20,20,20,20,20,20
450877,0,0,0,0,0,0,0,0,0,0
450878,0,0,0,0,0,0,10,14,0,0
450879,0,0,0,0,0,0,0,4,0,0
450880,0,0,0,0,0,0,0,0,0,0
450881,0,0,0,10,0,0,0,0,0,0
450882,0,0,0,0,0,0,0,0,0,0
450883,0,0,0,0,0,0,0,0,0,0
450884,0,0,0,0,0,0,0,0,0,0
450885,0,0,0,0,0,0,0,0,0,0
450886,0,0,0,0,0,0,0,0,0,0
450887,14,14,14,14,14,14,14,14,14,14
450888,0,0,0,0,0,0,0,0,0,0
450889,0,0,0,0,0,0,0,0,0,20
450890,21,24,0,0,0,0,0,0,0,0
450891,0,0,0,0,0,0,0,0,0,0
450892,0,0,0,0,0,0,0,8,0,0
450893,0,0,0,0,0,0,0,0,0,0
450894,0,0,0,0,0,0,0,0,0,0
450895,0,0,0,0,0,0,0,0,0,0
450896,0,0,0,0,0,0,0,0,0,0
450897,0,0,0,0,0,0,0,0,0,0
450898,0,0,0,0,0,0,0,0,0,0
450899,0,0,0,0,0,0,0,0,0,0
450900,0,0,0,0,0,0,0,0,0,0
450901,15,15,15,15,15,15,15,15,15,15
450902,13,21,7,31,27,0,17,0,21,0
450903,20,20,20,20,20,20,20,20,20,20
450904,0,0,0,0,0,0,0,0,0,0
450905,0,0,0,0,0,0,0,0,0,0
450906,0,0,0,0,0,0,0,0,0,0
450907,0,0,0,0,0,0,0,0,0,0
450908,0,0,0,0,0,0,0,0,0,0
450909,20,20,20,20,20,20,20,20,20,20
450910,18,18,18,18,18,18,18,18,18,18
450911,8,8,8,8,8,8,8,8,8,8
450912,0,0,0,0,0,0,0,0,0,0
450913,0,24,0,10,33,0,0,22,14,0
450914,0,0,0,0,0,0,0,0,0,0
450915,0,0,0,0,0,0,0,0,0,0
450916,20,20,20,20,20,20,20,20,20,20
450917,0,0,0,0,0,0,0,0,0,0
450918,0,0,0,0,0,0,0,0,0,0
450919,0,0,0,0,0,0,0,0,10,13
450920,22,22,22,22,22,22,22,22,22,22
450921,18,14,0,0,21,0,0,0,0,15
450922,0,0,0,0,0,0,0,0,0,0
450923,0,0,2,0,0,0,0,0,0,0
450924,11,31,38,9,8,38,9,10,15,46
450925,0,0,0,0,0,0,0,0,0,0
450926,0,7,0,0,0,0,0,0,0,0
450927,19,19,19,19,19,19,19,19,19,19
450928,38,38,38,38,38,38,38,38,38,38
450929,0,0,0,0,0,0,0,0,0,0
450930,12,12,12,12,12,12,12,12,12,12
450931,0,0,0,0,0,0,0,0,0,0
450932,0,0,0,10,0,0,0,0,0,0
450933,0,0,0,0,0,0,0,0,0,0
450934,11,11,11,11,11,11,11,11,11,11
450935,9,9,9,9,9,9,9,9,9,9
450936,0,0,0,0,0,0,0,0,0,0
450937,0,0,19,0,0,0,0,0,0,0
450938,14,14,14,14,14,14,33,14,14,14
450939,0,0,0,0,5,0,0,0,0,0
450940,7,7,7,7,7,7,7,7,7,7
450941,0,0,0,0,0,0,0,0,0,0
450942,0,0,0,0,0,0,0,0,0,0
450943,0,0,0,0,0,0,0,0,0,0
450944,0,0,14,0,0,0,0,0,0,0
450945,0,0,0,0,0,0,0,0,0,0
450946,0,0,0,0,0,0,0,0,0,0
450947,10,10,10,10,10,10,10,10,10,10
450948,17,17,17,17,17,17,17,17,17,17
450949,17,22,19,29,37,22,9,11,19,12
450950,0,0,0,0,0,0,0,0,0,0
450951,0,0,0,0,0,0,0,0,0,0
450952,0,0,0,0,0,0,0,0,0,0
450953,0,0,0,0,0,0,0,0,0,0
450954,26,0,1,0,0,0,0,0,0,0
450955,0,0,0,0,0,0,0,0,0,0
450956,0,0,0,9,0,23,0,0,0,0
450957,0,0,0,0,0,0,0,0,0,0
450958,0,0,0,0,0,0,0,0,0,0
450959,0,0,0,0,16,4,0,0,0,0
450960,0,0,0,0,0,0,0,0,0,0
450961,0,0,0,0,0,0,0,0,0,0
450962,0,0,0,0,0,0,0,0,0,0
450963,0,13,0,0,0,0,0,0,0,0
450964,0,0,0,8,0,0,0,0,0,0
450965,0,0,0,0,0,0,0,0,0,0
450966,16,0,0,0,0,0,0,0,0,0
450967,2,2,2,2,2,2,2,2,2,2
450968,0,0,0,0,0,0,0,0,0,0
450969,0,0,0,0,0,0,0,16,0,0
450970,0,0,0,4,0,0,0,0,0,0
450971,0,0,0,0,0,0,0,0,0,7
450972,0,0,0,0,0,23,0,0,0,0
450973,0,0,0,0,0,0,0,17,0,0
450974,0,0,0,14,0,0,0,0,0,0
460001,0,0,0,0,0,0,0,0,0,0
460002,0,0,0,0,0,0,0,0,0,0
460003,11,11,11,11,11,11,11,11,11,11
460004,0,0,0,0,0,0,0,0,0,0
460005,0,0,0,0,0,0,0,0,0,0
460006,31,31,31,31,31,31,31,31,31,31
460007,23,23,23,23,23,23,23,23,23,23
460008,11,11,11,11,11,11,11,11,11,11
460009,16,16,16,16,16,16,16,16,16,16
460010,0,0,0,0,0,0,0,0,0,0
460011,16,16,16,16,16,16,16,16,16,16
460012,0,0,0,0,0,0,0,0,0,0
460013,0,0,0,0,0,0,0,0,0,0
460014,8,8,8,8,8,8,8,8,8,8
460015,17,17,17,17,17,17,17,17,17,17
460016,0,0,0,0,0,0,0,0,0,0
460017,0,0,0,0,0,0,0,0,0,0
460018,0,0,0,0,0,0,0,0,0,0
460019,14,14,14,14,14,14,14,14,14,14
460020,14,14,14,14,14,14,14,14,14,14
460021,0,0,0,0,0,0,0,0,0,0
460022,0,13,0,0,0,0,0,0,0,0
460023,1,1,1,1,1,1,1,1,1,1
460024,0,0,0,0,0,0,0,0,0,0
460025,16,16,16,16,16,16,16,16,16,16
460026,17,17,17,17,17,17,17,17,17,17
460027,0,0,0,0,0,0,0,0,0,0
460028,22,22,22,22,22,22,22,22,22,22
460029,9,9,9,9,9,9,9,9,9,26
460030,0,0,0,0,0,0,0,0,0,0
460031,8,8,8,8,8,8,8,8,8,8
460032,33,33,33,33,33,33,33,33,33,33
460033,0,0,0,0,0,0,0,0,0,0
460034,30,30,30,30,30,30,30,30,30,30
460035,0,0,0,0,0,0,0,0,0,0
460036,24,24,24,24,24,24,24,24,24,24
460037,0,0,0,0,0,0,0,0,0,0
460038,14,14,14,14,14,14,14,14,14,14
460039,0,0,0,0,0,0,0,0,0,0
460040,0,0,0,0,0,0,0,0,0,0
460041,0,0,0,0,0,0,0,0,0,0
460042,0,0,0,0,0,0,0,0,0,0
460043,0,0,0,0,0,0,0,0,0,0
460044,13,13,13,13,13,13,13,13,13,13
460045,2,2,2,2,2,2,12,2,2,2
460046,0,0,0,0,0,0,0,0,0,0
460047,12,23,30,13,10,16,16,21,31,9
460048,0,0,0,0,0,0,0,0,0,0
460049,0,0,0,16,11,0,0,26,0,0
460050,0,0,0,0,0,0,0,0,0,0
460051,0,0,0,0,0,0,0,0,0,0
460052,27,27,27,27,27,27,27,27,27,27
460053,15,15,15,15,15,15,15,15,15,15
460054,0,0,0,0,0,0,0,0,0,0
460055,25,25,25,25,25,25,25,25,25,25
460056,0,0,0,0,0,0,0,0,0,0
460057,16,16,16,16,16,16,16,16,16,16
460058,6,0,0,11,2,3,0,0,0,0
460059,21,21,21,21,21,21,21,21,21,21
460060,2,2,2,2,2,2,2,2,2,2
460061,0,0,0,0,0,0,0,0,0,0
460062,0,0,0,0,0,0,0,0,0,0
460063,0,0,0,0,0,0,0,0,0,0
460064,0,0,0,0,0,0,0,0,0,0
460065,0,0,0,0,0,0,0,0,0,0
460066,23,23,23,23,23,23,23,23,23,23
460068,0,0,0,0,0,0,0,0,0,0
460069,13,13,13,13,13,13,13,13,13,13
460070,17,17,17,17,17,17,17,17,17,17
460071,0,0,0,0,0,0,0,0,0,0
460072,0,0,0,0,0,0,0,0,0,0
460073,20,20,20,20,20,20,20,20,20,20
460074,0,0,0,0,0,0,0,0,0,0
460075,0,0,0,0,0,0,0,0,0,0
460076,0,0,0,0,0,0,0,0,0,0
460077,0,0,0,0,0,0,0,0,0,0
460078,16,16,16,16,16,16,16,16,16,16
460079,0,0,0,0,0,0,0,0,0,0
460080,0,10,0,12,16,0,25,0,15,21
460081,0,0,0,0,0,0,0,0,0,0
460082,42,42,42,42,42,42,42,42,42,42
460083,0,0,0,0,0,0,0,0,0,0
460084,19,15,9,32,0,12,0,10,36,0
460085,0,0,0,0,0,0,0,0,0,0
460086,1,1,1,1,1,1,1,1,1,1
460087,0,0,0,0,0,0,0,0,0,0
460088,0,0,0,0,0,0,0,0,0,0
460089,0,0,0,0,0,0,0,0,0,0
460090,0,0,0,0,0,0,0,0,0,0
460091,27,27,27,27,27,27,27,27,27,27
460092,0,0,0,4,0,26,11,0,0,0
460093,0,0,0,0,0,0,0,0,0,0
