STATE,ST_CASE,YEAR,MONTH,DAY,DAY_WEEK,HOUR,MINUTE,LATITUDE,LONGITUD,TWAY_ID,TWAY_ID2,ROUTE,FUNC_SYS,FUNC_SYSNAME,RUR_URB,RUR_URBNAME,RELJCT1,RELJCT1NAME,TYP_INT,TYP_INTNAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER,WEATHERNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,SP_JUR,SP_JURNAME,NHS,NHSNAME,RD_OWNER,RD_OWNERNAME,PEDS,FATALS,PERSONS,VE_TOTAL,COUNTY,COUNTYNAME,CITY,CITYNAME
4,40852,2000,11,27,2,99,99,88888888,888888888,ELVIRA RD,,6,,,,,,,,,99,,9,,9,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40894,2000,10,23,2,23,27,88888888,888888888,SR-86,,3,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,3,,19,,530,
4,40018,2001,1,6,7,23,10,,,22ND ST,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40052,2001,1,29,2,19,7,,,I-10,,1,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,7,,19,,530,
4,40066,2001,2,4,1,19,25,,,PALO VERDE RD,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40113,2001,3,7,4,5,45,,,I-10,,1,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,3,,19,,530,
4,40165,2001,3,31,7,18,40,,,22ND ST,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40169,2001,2,26,2,20,37,,,22ND ST,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,2,2,3,,19,,530,
4,40170,2001,2,23,6,19,27,,,GRANT RD,,6,,,,,,,,,1,,3,,1,,9,,0,,0,,1,,,,1,1,2,,19,,530,
4,40183,2001,4,4,4,11,12,,,FLOWING WELLS RD,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40194,2001,4,6,6,23,0,,,EUCLID AV,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40220,2001,4,15,1,21,21,,,GRANT RD,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,3,,19,,530,
4,40387,2001,6,28,5,20,40,,,6TH ST,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40524,2001,8,14,3,21,21,,,FORT LOWELL RD,,6,,,,,,,,,1,,3,,1,,15,,0,,0,,0,,,,1,1,4,,19,,530,
4,40550,2001,8,25,7,13,54,,,22ND ST,,6,,,,,,,,,4,,1,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40585,2001,9,1,7,21,24,,,1ST AV,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40589,2001,9,2,1,22,10,,,ST MARYS RD,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40606,2001,9,10,2,23,53,,,STONE AV,,6,,,,,,,,,4,,3,,1,,33,,0,,0,,0,,,,1,1,2,,19,,530,
4,40669,2001,10,3,4,16,8,,,TUCSON BLVD,,6,,,,,,,,,1,,1,,1,,9,,0,,0,,0,,,,1,1,3,,19,,530,
4,40684,2001,10,7,1,21,4,,,BROADWAY BLVD,,6,,,,,,,,,1,,3,,2,,8,,0,,0,,0,,,,1,1,3,,19,,530,
4,40726,2001,10,24,4,21,30,,,I-10,,1,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40794,2001,11,21,4,18,38,,,BROADWAY BL,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40799,2001,11,23,6,12,17,,,SPEEDWAY BL,,6,,,,,,,,,4,,1,,1,,8,,0,,0,,0,,,,1,1,3,,19,,530,
4,40826,2001,12,7,6,18,31,,,SR-10B,,3,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40861,2001,12,25,3,19,52,,,GRANT RD,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,3,,19,,530,
4,40877,2001,7,27,6,99,99,,,99999999999999999999,,6,,,,,,,,,99,,9,,9,,8,,0,,0,,9,,,,1,1,2,,19,,530,
4,40940,2001,12,31,2,6,31,,,BROADWAY BLVD,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40078,2002,1,30,4,18,30,,,GOLF LINKS RD,,6,,,,,,,,,1,,3,,2,,8,,0,,0,,1,,,,1,1,4,,19,,530,
4,40168,2002,3,1,6,6,23,,,6TH AV,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40169,2002,3,1,6,14,22,,,22ND ST,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40184,2002,3,7,5,8,52,,,AVIATION PARKWAY,,6,,,,,,,,,1,,1,,1,,9,,0,,0,,1,,,,1,1,2,,19,,530,
4,40337,2002,5,10,6,7,0,,,HOUGHTON RD,,6,,,,,,,,,6,,1,,1,,9,,0,,0,,0,,,,2,1,3,,19,,530,
4,40580,2002,8,30,6,19,58,,,I-10,,1,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40583,2002,2,2,7,17,32,,,BROADWAY BL,,6,,,,,,,,,1,,1,,1,,9,,0,,0,,0,,,,1,1,3,,19,,530,
4,40600,2002,9,1,1,18,56,,,36TH ST,,6,,,,,,,,,1,,5,,1,,8,,0,,0,,0,,,,1,1,3,,19,,530,
4,40637,2002,9,23,2,6,21,,,PRINCE RD,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,3,,19,,530,
4,40681,2002,10,7,2,20,20,,,IRVINGTON RD,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40761,2002,6,10,2,14,21,,,5TH ST,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40764,2002,6,11,3,12,10,,,TUCSON BLVD,,6,,,,,,,,,4,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40766,2002,6,18,3,0,50,,,GRANT RD,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40772,2002,7,2,3,23,8,,,MISSION RD,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40778,2002,7,30,3,9,53,,,BROADWAY BL,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40803,2002,11,1,6,20,24,,,12TH AV,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,3,,19,,530,
4,40850,2002,11,20,4,15,48,,,CRAYROFT RD,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40895,2002,12,12,5,1,0,,,CONGRESS ST,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40919,2002,12,22,1,19,36,,,EUCLID AV,,6,,,,,,,,,1,,3,,2,,9,,0,,0,,0,,,,1,1,2,,19,,530,
4,40952,2002,11,14,5,99,99,,,RIVER RD,,6,,,,,,,,,99,,9,,9,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40041,2003,1,16,5,6,39,,,PANTANO RD,,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40112,2003,2,19,4,7,56,,,GRANT RD,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40219,2003,4,5,7,21,39,,,1ST AV,,6,,,,,,,,,1,,3,,1,,9,,0,,0,,0,,,,1,1,3,,19,,530,
4,40247,2003,4,19,7,19,49,,,COUNTRY CLUB RD,,6,,,,,,,,,6,,2,,1,,15,,0,,0,,0,,,,1,1,2,,19,,530,
4,40456,2003,7,5,7,7,44,,,MISSION RD,,6,,,,,,,,,1,,1,,5,,12,,2,,0,,0,,,,1,1,4,,19,,530,
4,40571,2003,8,25,2,6,56,,,IRVINGTON RD,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40838,2003,12,2,3,22,3,,,I-10,,1,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40840,2003,12,3,4,15,56,,,BROADWAY BLVD,,6,,,,,,,,,1,,1,,1,,9,,0,,0,,1,,,,1,1,2,,19,,530,
4,40843,2003,12,4,5,13,10,,,PALO VERDE RD,,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40875,2003,12,15,2,20,20,,,PIMA ST,,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40878,2003,12,16,3,11,6,,,SR-19B,,3,,,,,,,,,4,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40036,2004,1,16,6,17,15,,,KINA PAWY,WINSETT ST,6,,,,,,,,,1,,1,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40043,2004,1,20,3,20,17,,,VALENCIA RD,MISSIONDALE RD,6,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40050,2004,1,24,7,17,47,,,SPEEDWAY BL,99999999999999999999,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40136,2004,2,26,5,16,30,,,SILVERBELL RD,99999999999999999999,6,,,,,,,,,6,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40311,2004,5,1,7,19,48,,,PARK AV,ALVORD RD,6,,,,,,,,,1,,2,,1,,15,,0,,0,,0,,,,1,1,2,,19,,530,
4,40313,2004,5,1,7,21,21,,,VALENCIA RD,99999999999999999999,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,4,,19,,530,
4,40466,2004,6,13,1,1,4,,,SPEEDWAY BL,99999999999999999999,6,,,,,,,,,3,,2,,1,,8,,0,,0,,0,,,,2,1,3,,19,,530,
4,40609,2004,12,28,3,21,23,,,FAIRVIEW AV,99999999999999999999,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,3,,19,,530,
4,40718,2004,8,29,1,19,18,,,GRANDE AV,ALAMEDA ST,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40747,2004,10,15,6,8,3,,,TUCSON BLVD,3RD ST,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40751,2004,10,17,1,17,29,,,GRANT RD,COLUMBUS BLVD,6,,,,,,,,,1,,1,,1,,9,,0,,0,,1,,,,1,1,3,,19,,530,
4,40791,2004,10,29,6,18,57,,,I-10 RAMP,I-19 RAMP,1,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,5,,19,,530,
4,40916,2004,4,3,7,99,99,,,VALENCIA RD,99999999999999999999,6,,,,,,,,,99,,9,,9,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40942,2004,9,25,7,22,1,,,COLUMBUS BLVD,99999999999999999999,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,,19,,530,
4,40951,2004,9,21,3,20,25,,,IRVINGTON RD,99999999999999999999,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,3,,19,,530,
4,40956,2004,11,9,3,13,30,,,VALENCIA RD,SANTA CLARA AVE,6,,,,,,,,,1,,1,,1,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40960,2004,11,22,2,23,11,,,SR-77,RIVER RD,3,,,,,,,,,1,,3,,2,,8,,0,,0,,1,,,,1,1,2,,19,,530,
4,40100,2005,2,15,3,19,58,,,VALENCIA RD,99999999999999999999,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40132,2005,2,5,7,19,25,,,GRANT RD,DODGE BLVD,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40238,2005,4,1,6,16,9,,,5TH AVE,CONGRESS ST,6,,,,,,,,,1,,1,,1,,9,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40243,2005,4,3,1,2,1,,,6TH AVE,99999999999999999999,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,3,1,19,,530,
4,40394,2005,6,10,6,9,1,,,ORACLE RD,PLATA ST,6,,,,,,,,,1,,1,,1,,9,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40398,2005,6,11,7,22,36,,,PARK AVE,KENTUCKY ST,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,3,2,19,,530,
4,40478,2005,7,7,5,1,16,,,I-10,99999999999999999999,1,,,,,,,,,1,,3,,1,,9,,0,,0,,1,,,,1,1,4,1,19,,530,
4,40502,2005,7,19,3,20,53,,,SR-77,CRESTA LOMA DR,3,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40515,2005,1,24,2,18,37,,,ORACLE RD,KELSO ST,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40551,2005,3,7,2,19,51,,,CRAYCROFT RD,TOWNER ST,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,3,2,19,,530,
4,40565,2005,8,6,7,19,46,,,EUCLID AVE,9TH ST,6,,,,,,,,,1,,3,,2,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40574,2005,8,10,4,19,57,,,SR-86,KINNEY RD,3,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,3,3,5,1,19,,530,
4,40637,2005,8,27,7,20,41,,,VALENCIA RD,99999999999999999999,9,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,3,1,19,,530,
4,40684,2005,9,16,6,20,15,,,FORT LOWELL RD,99999999999999999999,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40693,2005,9,20,3,6,47,,,22ND ST,2ND AVE,6,,,,,,,,,1,,1,,1,,9,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40725,2005,10,2,1,1,5,,,SPEEDWAY BLVD,WOODLAND DR,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40762,2005,10,17,2,8,35,,,ROSEMONT BLVD,GRANT RD,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40763,2005,10,17,2,15,28,,,BENSON HWY,99999999999999999999,6,,,,,,,,,2,,1,,1,,9,,0,,0,,0,,,,2,1,3,1,19,,530,
4,40876,2005,12,2,6,19,11,,,2ND ST,VINE AVE,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40990,2005,11,20,1,12,26,,,SILVERBELL RD,99999999999999999999,6,,,,,,,,,2,,1,,9,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,41007,2005,7,16,7,0,15,,,BENSON HWY,99999999999999999999,6,,,,,,,,,2,,2,,1,,8,,0,,0,,0,,,,2,1,3,1,19,,530,
4,41042,2005,12,16,6,18,10,,,SR-77,99999999999999999999,3,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40057,2006,2,1,4,10,55,,,campbell ave,water st,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,3,1,19,,530,
4,40060,2006,2,3,6,6,46,,,FORT LOWELL RD,CHERRY AVE,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40189,2006,4,8,7,15,1,,,PLATA ST,ORACLE RD,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,2,1,3,1,19,,530,
4,40359,2006,6,15,5,16,12,,,ALVERNON WAY,99999999999999999999,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40574,2006,1,6,6,6,42,,,TYNDALL AVE,99999999999999999999,6,,,,,,,,,1,,4,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40580,2006,7,11,3,22,24,,,SPEEDWAY BLVD,CATALINA AVE,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40581,2006,7,14,6,18,57,,,GRANT RD,99999999999999999999,6,,,,,,,,,1,,1,,1,,8,,0,,0,,1,,,,1,1,2,1,19,,530,
4,40678,2006,9,8,6,4,51,,,I-10,99999999999999999999,1,,,,,,,,,1,,3,,1,,12,,2,,0,,1,,,,1,1,5,2,19,,530,
4,40755,2006,10,15,1,3,2,,,IRVINGTON RD,CALLE OLE,6,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,2,1,19,,530,
4,40809,2006,10,23,2,18,11,,,STONE AVE,KING RD,6,,,,,,,,,1,,5,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40810,2006,10,25,4,6,3,,,GRANT RD,99999999999999999999,6,,,,,,,,,1,,3,,1,,9,,0,,0,,1,,,,1,1,2,1,19,,530,
4,40890,2006,12,7,5,9,5,,,6TH ST,4TH AVE,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40914,2006,12,24,1,19,55,,,GRANT RD,9TH AVE,6,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,2,1,19,,530,
4,40952,2006,9,1,6,22,30,,,GRANT RD,99999999999999999999,6,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,3,1,19,,530,
4,40957,2006,9,25,2,20,18,,,SPEEDWAY BLVD,3RD ave,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40037,2007,2,6,3,9,12,,,15TH ST,NORRIS AVE,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40098,2007,3,7,4,15,55,,,BROADWAY BLVD,SARNOFF DR,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40173,2007,4,23,2,11,38,,,22ND ST,COUNTRY CLUB RD,6,,,,,,,,,1,,1,,1,,12,,1,,0,,0,,,,1,1,3,2,19,,530,
4,40206,2007,5,4,6,20,28,,,SPEEDWAY BLVD,99999999999999999999,6,,,,,,,,,4,,3,,1,,9,,0,,0,,0,,,,1,1,7,2,19,,530,
4,40240,2007,5,12,7,23,29,,,22ND ST,99999999999999999999,6,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,2,1,19,,530,
4,40265,2007,6,12,3,21,38,,,WILMOT RD,SPEEDWAY BLVD,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40295,2007,6,30,7,21,43,,,1ST AVE,CALLE ARIZONA,6,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,3,1,19,,530,
4,40338,2007,7,5,5,7,41,,,SR-77,LIMBERLOST DR,3,,,,,,,,,1,,1,,1,,15,,0,,0,,1,,,,1,1,2,1,19,,530,
4,40397,2007,1,1,2,18,43,,,22ND ST,99999999999999999999,6,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,3,1,19,,530,
4,40398,2007,1,2,3,6,15,,,ROUGH ROCK DR,PROSPECTOR PEAK,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40400,2007,1,17,4,19,20,,,TANQUE VERDE RD,99999999999999999999,6,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,2,1,19,,530,
4,40401,2007,1,31,4,6,15,,,BILBY RD,99999999999999999999,6,,,,,,,,,1,,2,,2,,8,,0,,0,,0,,,,1,1,4,1,19,,530,
4,40522,2007,8,31,6,18,8,,,VALENCIA RD,6th Ave,6,,,,,,,,,1,,1,,1,,9,,0,,0,,1,,,,1,1,2,1,19,,530,
4,40565,2007,9,20,5,8,21,,,SABINO CANYON,99999999999999999999,9,,,,,,,,,4,,1,,1,,8,,0,,0,,1,,,,1,1,3,1,19,,530,
4,40623,2007,10,18,5,18,32,,,22ND ST,3rd Ave,6,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,2,1,19,,530,
4,40636,2007,10,29,2,18,47,,,KOLB RD,99999999999999999999,6,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,1,19,,530,
4,40659,2007,11,2,6,21,53,,,SPEEDWAY BLVD,Richey Blvd,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40663,2007,11,5,2,19,30,,,SPEEDWAY BLVD,99999999999999999999,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,4,1,19,,530,
4,40750,2007,12,18,3,20,49,,,BROADWAY BLVD,99999999999999999999,6,,,,,,,,,1,,9,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40013,2008,1,3,5,18,99,32.18177778,-110.7897194,HARRISON RD,PENA DR,6,,,,,,,,,1,,2,,1,,49,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40018,2008,1,12,7,19,21,32.22082778,-110.7851806,BROADWAY BLVD,99999999999999999999,6,,,,,,,,,1,,2,,1,,9,,0,,0,,0,,,,2,1,3,1,19,,530,
4,40030,2008,1,28,2,15,15,32.19185278,-110.8408333,GOLF LINKS RD,KOLB RD,6,,,,,,,,,1,,1,,1,,8,,0,,0,,1,,,,1,1,2,1,19,,530,
4,40060,2008,2,13,4,4,37,32.22085833,-110.8123306,BROADWAY BLVD,99999999999999999999,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40079,2008,2,29,6,15,50,32.16764444,-110.9562,PARK AVE,OHIO ST,6,,,,,,,,,1,,1,,1,,9,,0,,0,,0,,,,1,1,3,1,19,,530,
4,40117,2008,3,1,7,17,99,32.10641667,-110.7845139,RITA RD,ESMOND LOOP,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40506,2008,8,14,5,17,46,32.25069722,-110.8381639,TANQUE VERDE RD,CAMINO VALLE VE,6,,,,,,,,,1,,1,,1,,9,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40566,2008,9,7,1,1,26,32.16296111,-111.006525,MISSION RD,IRVINGTON PL,6,,,,,,,,,1,,2,,1,,9,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40573,2008,9,12,6,7,7,32.26481389,-110.9523417,FORT LOWELL RD,MOUNTAIN AVENUE,6,,,,,,,,,1,,1,,1,,9,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40604,2008,9,27,7,11,23,32.26353889,-110.9609972,1ST AVE,99999999999999999999,6,,,,,,,,,1,,1,,1,,9,,0,,0,,0,,,,1,1,3,1,19,,530,
4,40644,2008,10,20,2,20,12,32.15958611,-110.9562,PARK AVE,99999999999999999999,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40028,2009,1,11,1,17,48,32.24335833,-110.8601889,PIMA ST,ROOK AVE,6,,,,,,,,,1,,1,,1,,8,,0,,0,,0,,,,1,1,3,1,19,,530,
4,40032,2009,1,1,5,3,7,32.17999722,-110.9854306,I-19,99999999999999999999,1,,,,,,,,,1,,3,,1,,8,,0,,0,,1,,,,1,1,2,1,19,,530,
4,40119,2009,3,28,7,19,19,32.17568889,-110.9413417,I-10,99999999999999999999,1,,,,,,,,,1,,2,,1,,8,,0,,0,,1,,,,1,1,2,1,19,,530,
4,40127,2009,3,21,7,15,21,32.22173611,-110.8747972,BROADWAY BLVD,CRAYCROFT RD,6,,,,,,,,,1,,1,,1,,8,,0,,0,,1,,,,1,1,2,1,19,,530,
4,40161,2009,4,1,4,18,29,32.19193056,-110.8115472,GOLF LINKS RD,CAMINO SECO,6,,,,,,,,,1,,1,,1,,8,,0,,0,,1,,,,1,1,2,1,19,,530,
4,40271,2009,5,29,6,7,2,32.22002222,-110.909725,ALVERNON WAY,99999999999999999999,6,,,,,,,,,2,,1,,1,,9,,0,,0,,1,,,,1,1,2,1,19,,530,
4,40305,2009,6,10,4,21,22,32.15126667,-110.977575,12TH AVE,99999999999999999999,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,4,1,19,,530,
4,40308,2009,6,12,6,20,7,32.15963611,-110.9908722,CALLE SANTA CRUZ,99999999999999999999,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,3,1,19,,530,
4,40330,2009,7,2,5,17,2,32.20685833,-110.9684111,22ND ST,99999999999999999999,6,,,,,,,,,1,,1,,1,,9,,0,,0,,1,,,,1,1,2,1,19,,530,
4,40424,2009,8,22,7,22,8,32.17645833,-111.0209861,SR-86,99999999999999999999,3,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40474,2009,9,25,6,5,26,32.26483611,-110.9438028,CAMPBELL AVE,FORT LOWELL RD,6,,,,,,,,,1,,3,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40657,2009,12,10,5,6,20,32.25359444,-110.8753528,CRAYCROFT RD,SILVER ST,6,,,,,,,,,1,,2,,1,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40697,2009,12,22,3,18,31,32.16949167,-111.0050167,MISSION RD,VIA INGRESSO,6,,,,,,,,,1,,2,,2,,8,,0,,0,,0,,,,1,1,2,1,19,,530,
4,40055,2010,2,2,3,17,3,32.25013333,-110.980097220,GRANT RD,14TH AVE,6,,,,,0,,3,,1,,1,,10,,8,,0,,0,,1,,,,1,1,1,1,19,,530,
4,40100,2010,3,4,5,20,2,32.26481667,-110.957886110,FORT LOWELL RD,,6,,,,,0,,1,,1,,2,,1,,8,,0,,0,,0,,,,1,1,1,1,19,,530,
4,40115,2010,3,15,2,21,3,32.29730833,-110.981269440,RIVER RD,,6,,,,,0,,1,,1,,3,,1,,8,,0,,0,,1,,,,1,1,1,1,19,,530,
4,40122,2010,3,20,7,21,54,32.22145278,-110.975986110,CONGRESS ST,GRANADA AVE,6,,,,,0,,2,,1,,3,,10,,8,,0,,0,,1,,,,1,1,1,1,19,,530,
4,40324,2010,6,12,7,0,3,32.25015278,-110.978208330,GRANT RD,ORACLE RD,6,,,,,0,,2,,1,,3,,1,,12,,7,,0,,1,,,,1,1,6,3,19,,530,
4,40363,2010,7,7,4,20,27,32.25124444,-110.961013890,1ST AVE,,6,,,,,0,,1,,1,,3,,10,,8,,0,,0,,0,,,,1,1,1,1,19,,530,
4,40378,2010,7,20,3,11,10,32.22224167,-110.841108330,KOLB RD,,6,,,,,0,,1,,1,,1,,1,,8,,0,,0,,1,,,,1,1,1,1,19,,530,
4,40489,2010,9,29,4,19,20,32.15002222,-110.977583330,12TH AVE,,6,,,,,0,,1,,1,,3,,1,,8,,0,,0,,0,,,,1,1,1,1,19,,530,
4,40527,2010,9,5,1,21,41,32.15532778,-110.986519440,I-19,,1,,,,,0,,1,,1,,2,,1,,8,,0,,0,,1,,,,1,1,1,1,19,,530,
4,40576,2010,10,13,4,5,50,32.27886111,-110.961100000,1ST AVE,,6,,,,,0,,1,,1,,2,,1,,8,,0,,0,,0,,,,1,1,1,1,19,,530,
